name,category,food_code,scientific_name,english_name,info,samples_number,edible_part,portion,image,water,energy_kcal,energy_kj,proteins,lipids,cholesterol,available_carbohydrates,starch,soluble_sugars,alcohol,total_fiber,soluble_fiber,insoluble_fiber,sucrose,glucose,fructose,lactose,galactose,maltose,maltotriosium,raffinose,fluorine,sodium,magnesium,phosphorus,chlorine,potassium,calcium,chromium,manganese,iron,nickel,copper,zinc,selenium,iodine,total_carotenoids,alpha_carotene,beta_carotene,cryptoxanthin,lycopene,lutein,retinol,zeaxanthin,vitamin_a_retinol_equivalent,thiamine,riboflavin,niacin,pantothenic_acid,vitamin_b6,biotin,folate,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,alpha_tocopherol,beta_tocopherol,gamma_tocopherol,delta_tocopherol,vitamin_k,Saturated_fatty_acids,C4:0-C10:0,C4:0_butyric_acid,C6:0_capronic_acid,C7:0_enanthic_acid,C8:0_caprylic_acid,C10:0_caprinic_acid,C12:0_lauric_acid,C13:0_tridecanoic_acid,C14:0_myristic_acid,C15:0_pentadecanoic_acid,C16:0_palmitic_acid,C17:0_heptadecanoic_acid,C18:0_stearic_acid,C20:0_arachidic_acid,C22:0_behenic_acid,C24:0_lignoceric_acid,monounsaturated_fatty_acids,C10:1_caproleic_acid,C12:1_lauroleic_acid,C13:1_tridecenoic_acid,C14:1_myristoleic_acid,C15:1_pentadecenoic_acid,C16:1 palmitoleic_acid,C17:1_heptadecenoic_acid,C18:1_oleic_acid,C20:1_eicosenoic_acid,C22:1_erucic_acid,polyunsaturated_fatty_acids,C18:2_linoleic_acid,C18:3_linolenic_acid,C20:4_arachidonic_acid,C20:5_eicosapentaenoic_acid_EPA,C22:6_docosahexaenoic_acid_DHA,polyunsaturated_saturated,alanine,cystine,aspartic_acid,glutamic_acid,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,proline,arginine,serine,threonine,valine,tryptophan,tyrosine,chemical_index,limiting_amino_acid,caffeic_acid,citric_acid,phytic_acid,malic_acid,apigenin,antioxidant_activity,campferol,phytosterols,fructo-oligosaccharides,myricetin,polyphenols,quercetin,violaxanthin
"Topinambur, cotto, bollito",Verdure e ortaggi,006596,Brassica rapa cv. rapifera,"Jerusalem Artichoke, boiled in distilled water, no salt",Cottura in acqua distillata senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,79.5,52.0,219.0,1.6,0.1,0.0,10.6,0,0,0.0,2.7,0.66,2.01,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, da insalata, freschi",Verdure e ortaggi,006600,Solanum lycopersicum L.,"Tomatoes, fresh",,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,94.2,19.0,80.0,1.2,0.2,0,2.8,0,2.8,0.0,1.0,0.24,0.77,0,0.0,0,0.0,0,0,0,0.0,0,3,0.0,26,0,290,11,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,42,0.03,0.03,0.70,0.0,0.0,0,0,0.0,21,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, maturi, freschi",Verdure e ortaggi,006610,Solanum lycopersicum L.,"Tomatoes, ripened, fresh",,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,94.0,23.0,96.0,1.0,0.2,0,3.5,0,3.5,0.0,2.0,0.37,1.67,0,0.0,0,0.0,0,0,0,0.0,0,6,10.0,25,0,297,9,0.0,0.0,0.3,0.0,0.01,0.11,2.3,0,0,0.0,0,0.0,0,0,0,0,610,0.02,0,0.80,0.0,0.0,0,0,0.0,25,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.70,0.70,12.90,45.70,2.00,2.00,1.70,2.00,3.00,3.00,0.70,1.80,2.40,2.80,2.50,2.40,0.90,1.40,51,Leucina,0,0,0.01,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, San Marzano, freschi",Verdure e ortaggi,006620,Solanum lycopersicum L.,"Tomatoes, type ""San Marzano"", fresh",,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,94.1,21.0,90.0,1.1,0.2,0,3.0,0,3,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,3,10.0,0,0,259,4,0.0,0.0,0.3,0.0,0.01,0.1,0,0,0,66.2,223,70.0,0,0,0,0,610,0,0,0,0.0,0.0,0,0,0.0,24,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.01,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, Nerina, verdi, freschi",Verdure e ortaggi,006630,Solanum lycopersicum L.,"Tomatoes, type ""Nerina"", green, fresh",,0,1.0,200,https://www.alimentinutrizione.it/images/tabelle/006630.jpg,93.6,21.0,87.0,0.9,0.4,0,2.8,tr,2.8,0.0,1.5,0.0,0.0,0,1.31,1.44,0.0,0,0,0,0.0,0,16,7.0,10,0,101,5,0.0,0.05,0.2,0.0,0.03,0.6,0,0,0,0.0,427,0.0,306,0,0,0,71,0.04,0.02,0,0.0,0.13,0,0,0.0,6,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,504,0,134,0.0,0.0,0.0,0,0.0,0.0,0.03,0.0,0
"Pomodori, Nerina, rossi, freschi",Verdure e ortaggi,006640,Solanum lycopersicum L.,"Tomatoes, type ""Nerina"", ripe, fresh",,0,1.0,200,https://www.alimentinutrizione.it/images/tabelle/006640.jpg,93.3,21.0,89.0,1.1,0.4,0,2.8,tr,2.8,0.0,1.4,0.0,0.0,0,1.24,1.53,0.0,0,0,0,0.0,0,16,6.0,11,0,90,5,0.0,0.04,0.1,0.0,0.04,0.59,0,0,0,0.0,847,0.0,886,0,0,0,141,0.03,0.01,0,0.0,0.21,0,0,0.0,14,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,393,0,44,0.0,0.0,0.0,0,0.0,0.0,0.03,0.0,0
"Pomodorini ciliegino, freschi",Verdure e ortaggi,006650,Solanum lycopersicum L.,"Tomatoes, cherry, fresh",,12,1.0,250,https://www.alimentinutrizione.it/images/placeholder.png,91.0,37.0,155.0,1.1,0.4,0,7.2,0,9.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,5,13.0,21,0,255,9,0.0,0.0,0.4,0.0,0.08,0.18,0,0,144,0.0,0,0.0,0,0,0,0,240,0.04,0.02,0.59,0.0,0.0,0,40,0.0,35,0.0,0.62,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, conserva",Verdure e ortaggi,006660,Solanum lycopersicum L.,"Tomatoes, preserve",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,70.0,100.0,417.0,3.9,0.4,0,20.4,0,20.4,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,760,0.0,85,0,250,27,0.0,0.0,2.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.20,0.10,3.10,0.0,0.0,0,0,0.0,43,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, passata",Verdure e ortaggi,006670,Solanum lycopersicum L.,"Tomatoes, sauce",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,90.8,21.0,89.0,1.3,0.2,0,3.0,0,3.0,0.0,1.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,16,0.0,35,0,0,16,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,530,0,0,0,0.0,0.0,0,0,0.0,8,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, pelati in scatola",Verdure e ortaggi,006680,Solanum lycopersicum L.,"Tomatoes, ripened, canned, pulp and juice",Frutti e succo naturale,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,94.7,22.0,94.0,1.2,0.5,0,3.0,0,3.0,0.0,0.9,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,9,0.0,24,0,230,9,0.0,0.0,0.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,400,tr,tr,0.80,0.0,0.0,0,0,0.0,18,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pomodori, succo",Verdure e ortaggi,006690,Solanum lycopersicum L.,Tomato Juice,,0,1.0,125,https://www.alimentinutrizione.it/images/placeholder.png,93.8,16.0,66.0,0.8,tr,0,3.0,tr,3.0,0.0,0.6,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,230,0.0,19,0,230,10,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,200,0.02,0.02,0.70,0.0,0.0,0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Basilico, fresco",Verdure e ortaggi,006800,Ocimum basilicum,"Basil, fresh",,0,1.0,5,https://www.alimentinutrizione.it/images/tabelle/006800.jpg,92.3,42.0,177.0,3.1,0.8,0,5.2,tr,5.1,0.0,1.6,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,9,0.0,37,0,300,250,0.0,0.0,5.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,658,0.08,0.31,1.10,0.0,0.0,0,55,0.0,26,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Menta, fresca",Verdure e ortaggi,006810,Mentha spicata,"Mint Leaves, fresh",,0,1.0,5,https://www.alimentinutrizione.it/images/placeholder.png,86.4,49.0,205.0,3.8,0.7,0,5.3,tr,5.3,0.0,3.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,15,0.0,75,0,260,210,0.0,0.0,9.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,123,0.12,0.33,1.10,0.0,0.0,0,0,0.0,31,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pepe nero,Verdure e ortaggi,006820,Piper nigrum,"Pepper, black, grains",,0,1.0,1,https://www.alimentinutrizione.it/images/placeholder.png,11.5,311.0,1301.0,11.4,3.3,0,49.0,44.5,0,0.0,25.9,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,44,0.0,170,0,1260,430,0.0,0.0,11.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,19,0.11,0.24,1.10,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Peperoncini piccanti, freschi",Verdure e ortaggi,006830,Caspicum annuum (frutescens),"Hot Chili Peppers, fresh",,0,0.89,5,https://www.alimentinutrizione.it/images/placeholder.png,91.8,30.0,125.0,1.8,0.5,0,3.8,2.1,1.5,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,7,0.0,18,0,230,18,0.0,0.0,0.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,824,0.09,0.23,3.00,0.0,0.0,0,0,0.0,229,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Prezzemolo, fresco",Verdure e ortaggi,006840,Petroselinum sativum (crispum),"Parsley, fresh",,0,0.8,5,https://www.alimentinutrizione.it/images/placeholder.png,87.2,30.0,127.0,3.7,0.6,0,tr,0,tr,0.0,5.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,20,0.0,75,0,670,220,0.0,0.0,4.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,943,0.10,0.21,0.60,0.0,0.0,0,0,0.0,162,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Rosmarino, fresco",Verdure e ortaggi,006850,Rosmarinus officinalis,"Rosemary, fresh",,0,1.0,5,https://www.alimentinutrizione.it/images/placeholder.png,72.5,110.0,460.0,1.4,4.4,0,13.5,tr,13.5,0.0,7.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,15,0.0,20,0,280,370,0.0,0.0,8.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,92,0.10,0,0,0.0,0.0,0,0,0.0,29,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Salvia, fresco",Verdure e ortaggi,006860,Salvia officinalis,"Sage, leaves, fresh",,0,1.0,5,https://www.alimentinutrizione.it/images/placeholder.png,66.4,132.0,552.0,3.9,4.6,0,15.6,tr,15.6,0.0,8.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4,0.0,33,0,390,600,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,215,0.11,0,0,0.0,0.0,0,0,0.0,tr,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Vegetali misti, surgelati",Verdure e ortaggi,006990,,"Mixed Vegetables, (mais, peas, carrots, beans), frozen",,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,82.1,67.0,281.0,3.3,0.3,0,13.7,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,59,0.0,66,0,208,26,0.0,0.0,1.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,500,0.13,0.07,1.20,0.0,0.0,0,0,0.0,9,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Albicocche, fresche",Frutta,007000,Prunus armeniaca,"Apricots, fresh",,0,0.94,150,https://www.alimentinutrizione.it/images/placeholder.png,86.3,42.0,177.0,0.4,0.1,0,9.8,0,9.8,0.0,1.5,0.71,0.83,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,16,0,320,16,0.0,0.0,0.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,360,0.03,0.03,0.50,0.0,0.0,0,0,0.0,13,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Albicocche, disidratate",Frutta,007010,Prunus armeniaca,"Apricots, dehydrated",,0,1.0,30,https://www.alimentinutrizione.it/images/placeholder.png,3.5,356.0,1488.0,5.6,1.0,0,80.6,0,80.6,0.0,11,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,33,0.0,139,0,1260,86,0.0,0.0,5.3,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1410,tr,0.08,3.60,0.0,0.0,0,0,0.0,15,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Albicocche, sciroppate",Frutta,007020,Prunus armeniaca,"Apricots, in syrup",,0,1.0,30,https://www.alimentinutrizione.it/images/placeholder.png,80.0,65.0,271.0,0.4,0.1,0,16.1,0,16.1,0.0,0.9,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,10,0.0,8,0,150,19,0.0,0.0,0.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,26,0.01,0.01,0.30,0.0,0.0,0,0,0.0,5,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Albicocche, secche",Frutta,007030,Prunus armeniaca,"Apricots, dried",,0,1.0,30,https://www.alimentinutrizione.it/images/placeholder.png,25.0,286.0,1196.0,5.0,0.5,0,66.5,0,66.5,0.0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,26,0.0,108,0,979,67,0.0,0.0,5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1090,0.01,0.16,3.30,0.0,0.0,0,0,0.0,12,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Cocomero, fresco",Frutta,007040,Citrusllus vulgaris,Watermelon,,0,0.52,150,https://www.alimentinutrizione.it/images/placeholder.png,95.3,16.0,67.0,0.4,tr,0,3.7,0,3.7,0.0,0.2,0.02,0.2,0,0.0,0,0.0,0,0,0,0.0,0,3,0.0,2,0,280,7,0.0,0.0,0.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,37,0.02,0.02,tr,0.0,0.0,0,0,0.0,8,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Fichi, freschi",Frutta,007050,Ficus carica,"Figs, fresh",,0,0.75,150,https://www.alimentinutrizione.it/images/placeholder.png,81.9,63.0,262.0,0.9,0.2,0,14.2,0,14.2,0.0,2,0.63,1.38,0,0.0,0,0.0,0,0,0,0.0,0,2,0.0,25,0,270,43,0.0,0.0,0.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,15,0.03,0.04,0.40,0.0,0.0,0,0,0.0,7,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Fichi, seccati al forno e mandorlati",Frutta,007053,Ficus carica,"Figs, dried in oven and almond added",,0,1.0,30,https://www.alimentinutrizione.it/images/placeholder.png,18.3,305.0,1275.0,5.2,4.2,0,58.2,0,58.2,0.0,14,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Fichi, canditi",Frutta,007060,Ficus carica,"Figs, candied",,0,1.0,30,https://www.alimentinutrizione.it/images/placeholder.png,21.0,294.0,1232.0,3.5,0.2,0.0,73.7,0.0,73.7,0.0,1.1,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Fichi, secchi",Frutta,007070,Ficus carica,"Figs, dried",,0,1.0,30,https://www.alimentinutrizione.it/images/tabelle/007070.jpg,19.4,282.0,1179.0,3.5,2.7,0,58.0,0,58,0.0,13,1.94,11.01,0,0.0,0,0.0,0,0,0,0.0,0,87,0.0,111,0,1010,186,0.0,0.0,3,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,8,0.14,0.10,0.60,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Fichi d'india, freschi",Frutta,007080,Opuntia ficus -indica,"Prickly Pear, fresh",,0,0.64,150,https://www.alimentinutrizione.it/images/placeholder.png,83.2,63.0,263.0,0.8,0.1,0,13.0,0,13,0.0,5,0.13,4.87,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,25,0,190,30,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,10,0.02,0.04,0.40,0.0,0.0,0,0,0.0,18,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Loti o kaki, freschi",Frutta,007090,Diospyros kaki,"Persimmon, fresh",,0,0.97,150,https://www.alimentinutrizione.it/images/placeholder.png,82.0,70.0,293.0,0.6,0.3,0,16.0,0,16.0,0.0,2.5,0.1,2.43,0,0.0,0,0.0,0,0,0,0.0,0,4,0.0,16,0,170,8,0.0,0.0,0.3,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,237,0.02,0.03,0.30,0.0,0.0,0,0,0.0,23,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
